quality,psnr,ssim,msssim,bpp
1.0,20.646503767551465,0.5002977140857628,0.7260751545877633,0.17483585438829788
2.0,20.64835239809316,0.5005063030973956,0.7261453122320383,0.17502805019946807
3.0,20.936311389248054,0.5219026509601674,0.7404250660164987,0.18800386469414893
4.0,21.69611276612793,0.5630293853690232,0.7746997974578139,0.21233481549202127
5.0,22.39000060412437,0.5968601276029207,0.802599329430492,0.2379332197473404
6.0,22.929562375087063,0.623274275924479,0.8276512475683657,0.26324592752659576
7.0,23.396524162561914,0.6394231876070032,0.8395263724789515,0.28793010305851063
8.0,23.818559968457826,0.6579432756992011,0.8561916409042093,0.3112585189494681
9.0,24.119443007634644,0.6705880769208687,0.8643650657401604,0.33476354720744683
10.0,24.39614033096314,0.6821026130899653,0.8712350217914122,0.3570634557845745
11.0,24.635392407487565,0.6911981208834218,0.8758728486872244,0.3792958361037234
12.0,24.87090313891691,0.6999103086086089,0.882875562864846,0.39931017287234044
13.0,25.11332170669526,0.7102521612085763,0.8926230662895133,0.42058676861702127
14.0,25.26082419671255,0.7161460528770066,0.8963056989209672,0.43886095412234044
15.0,25.427743816602476,0.7224858041711824,0.9005258357210448,0.4580285904255319
16.0,25.581935808527383,0.7282076925671004,0.9049159214682634,0.4771754488031915
17.0,25.73361206067127,0.7341836183378523,0.9098828905942119,0.49551716256648937
18.0,25.85501870309531,0.738306032771962,0.9121914928543755,0.5138796542553191
19.0,25.95751766672196,0.7419350068333315,0.9139543339264732,0.5302526595744681
20.0,26.07474000800955,0.7463809569786806,0.9178428458239853,0.5462620511968085
21.0,26.18388739674494,0.750249197502299,0.9206869048901973,0.564453125
22.0,26.272027435073582,0.7530907672029402,0.9223402658986593,0.580805352393617
23.0,26.36347101433245,0.7559150553268613,0.9234866726520842,0.5973186087101063
24.0,26.459536458233842,0.7592761448951578,0.9266889494783951,0.6132500831117021
25.0,26.533195257803715,0.7619072238757526,0.9282532737499883,0.6280543550531915
26.0,26.609880490111088,0.7640347663685593,0.9292355538587932,0.6439546625664894
27.0,26.683710823244873,0.7662920158092411,0.9303996832347083,0.6592264378324468
28.0,26.758989679306428,0.7689130617677541,0.9319711208801208,0.6761552526595744
29.0,26.825591208108428,0.7705694339906496,0.933127919362773,0.6891674285239362
30.0,26.89071777052954,0.772599113275775,0.934002513736557,0.7035145861037234
31.0,26.952085674580786,0.7743933507490922,0.9351266953960725,0.718001994680851
32.0,27.01708137873365,0.7761512521341839,0.9360491490306787,0.7326452376994681
33.0,27.084260985570086,0.778345353027221,0.9373433409716335,0.7492000498670213
34.0,27.140592169081547,0.7796564403064621,0.9383477063270527,0.7594072057845744
35.0,27.20157073605504,0.7815165046811229,0.9392405708486763,0.7769697473404256
36.0,27.263621655476058,0.7833103213563261,0.9401552043915116,0.7919558261303191
37.0,27.30292438649466,0.7842020777303321,0.9406759173142328,0.8006669714095744
38.0,27.360833793073244,0.7861045166112892,0.9417128951938144,0.8184009308510638
39.0,27.406506495524358,0.7871449529482192,0.9423664149266355,0.8303897938829787
40.0,27.445377011174568,0.7879342655408813,0.9429995425813938,0.8373607878989362
41.0,27.514977163686417,0.7899621088112783,0.9439672441038724,0.857650432180851
42.0,27.540064557888805,0.7906500912611595,0.9443117984347644,0.8678212267287234
43.0,27.58683736487338,0.7917425338111889,0.9447168961521802,0.8782725232712766
44.0,27.649468713522246,0.7934701705086896,0.9458585287222888,0.8963545129654256
45.0,27.679778972321095,0.7941096597196388,0.9461140590015121,0.906005859375
46.0,27.736919247386123,0.7956211687878247,0.9468597421213829,0.9218438331117021
47.0,27.77331581464715,0.7963153093148555,0.947115607611897,0.929453748337766
48.0,27.802955167940805,0.7970513904027033,0.9474575451105925,0.9419205036569149
49.0,27.85579653828171,0.7986849508029552,0.948542720637254,0.9615660322473404
50.0,27.883996654335853,0.7991115366226441,0.948696880485854,0.9660228972739362
51.0,27.91287657897239,0.7995210730701858,0.9488462228654039,0.9706667636303191
52.0,27.96937925339693,0.8010699622049563,0.9497010682108931,0.9927173371010638
53.0,28.00316792467513,0.801874261243734,0.9500594509717152,1.0074488863031914
54.0,28.041739701057637,0.8026679004092818,0.9503479798060338,1.0170482878989362
55.0,28.088701907909524,0.8037385501328145,0.9508934310449907,1.030024102393617
56.0,28.133795199709613,0.8048553620338358,0.951311906405287,1.0457841589095744
57.0,28.181465275550977,0.8058845778298545,0.9518778171809338,1.063455784574468
58.0,28.233667190671603,0.8071402303522951,0.9525433275518428,1.082768866356383
59.0,28.273751451499145,0.8078829489451085,0.9528249562056481,1.0946434507978724
60.0,28.323124038310816,0.8088955219713991,0.9533245372817286,1.1088347739361701
61.0,28.380792285912197,0.8102179968491049,0.9538447573961005,1.1312385721409575
62.0,28.42874555993726,0.8111608335460833,0.9542022675600386,1.1444533327792554
63.0,28.487715178742864,0.8123104998430116,0.9547087803388444,1.1682648354388299
64.0,28.53919483460277,0.8134384555849706,0.9552757025283299,1.1831833859707446
65.0,28.598015354781026,0.8145840996020884,0.9557415712916454,1.2075610871010638
