quality,psnr,ssim,msssim,bpp
1.0,18.6964306805605,0.36333832023797136,0.638448048127718,0.20363362630208334
2.0,18.697250331647076,0.36347276551984004,0.6385024062984805,0.20365397135416666
3.0,18.91941541825868,0.3980497106925418,0.6633740574475873,0.21954345703125
4.0,19.807354747618774,0.4598392594195373,0.7365552274818831,0.2540079752604167
5.0,20.7511251762516,0.5155163407363909,0.7969787208957367,0.29449462890625
6.0,21.34281720330175,0.5582237903464933,0.8301653442283748,0.3379720052083333
7.0,21.80129275585589,0.5935322986892558,0.8508237795349448,0.3808797200520833
8.0,22.164308709497433,0.6213431569269395,0.867628723177004,0.4207560221354167
9.0,22.476772711664914,0.6439901429169024,0.8810103918400959,0.4630330403645833
10.0,22.771684016961622,0.6649149249079632,0.8914320309772755,0.503662109375
11.0,23.027578704623405,0.6834948324049527,0.9014584115490208,0.5425618489583334
12.0,23.259029182419813,0.6978057147060527,0.9079779570801826,0.5772908528645834
13.0,23.503077709606078,0.7130508210849406,0.9168644643521476,0.61517333984375
14.0,23.693597943295455,0.7239122788611798,0.9225516829710307,0.6476847330729166
15.0,23.88132021154311,0.7348353983617425,0.9278159091368129,0.6820475260416666
16.0,24.049570332569765,0.744408346432582,0.9310612920736978,0.7149454752604166
17.0,24.194881498681845,0.7527929052712103,0.9338223378038338,0.7460123697916666
18.0,24.379857880161776,0.7615427257493891,0.9382058914054361,0.7800496419270834
19.0,24.514750900693002,0.7689283835129714,0.9411592336274799,0.80804443359375
20.0,24.650345686909194,0.7754334721287259,0.9441757987320627,0.83612060546875
21.0,24.80295118342856,0.7823680930380675,0.9467480983373968,0.8682861328125
22.0,24.928505536541973,0.7876033410951737,0.9484465387100509,0.8955078125
23.0,25.05802932048551,0.7930512640177084,0.9505264171098418,0.9234619140625
24.0,25.18474833365838,0.7983361011038886,0.9525687893241587,0.9507242838541666
25.0,25.295285726762252,0.8028801637413546,0.953927023783988,0.9762776692708334
26.0,25.406132413828246,0.8076980929778138,0.9555682862293285,1.0036417643229167
27.0,25.528323343889923,0.812176799337815,0.957236682568079,1.0296223958333333
28.0,25.64305055805102,0.8166718306110486,0.9584924810594369,1.0573527018229167
29.0,25.74342673285529,0.8201483761361996,0.9595612767121522,1.080078125
30.0,25.853198257361033,0.8239563826443402,0.9605890926580513,1.1061197916666667
31.0,25.954063179659347,0.8274458923905595,0.9621360598905403,1.1293741861979167
32.0,26.055401548453887,0.8309854363077425,0.9630307485930724,1.1531575520833333
33.0,26.162466443284007,0.8345429126319807,0.9644223674742648,1.1788126627604167
34.0,26.241942302173385,0.8370034656993955,0.964862652022204,1.1968180338541667
35.0,26.34893126005148,0.840313542833532,0.9660842673908824,1.2242024739583333
36.0,26.45128588463045,0.8437178444282153,0.9670582645131213,1.2488606770833333
37.0,26.520482365917978,0.8455975236212131,0.9676247904026057,1.2637532552083333
