quality,psnr,ssim,msssim,bpp
1.0,21.205255009173417,0.518450806077582,0.6401277289531403,0.15753173828125
2.0,21.20708378974133,0.5184844993086366,0.640142807123337,0.15755208333333334
3.0,21.332513887458063,0.5300641677572514,0.6475930066101085,0.16219075520833334
4.0,22.469817693223206,0.5544161499926459,0.6816779656522568,0.17366536458333334
5.0,24.261416451580352,0.6005363606517401,0.7359311899511131,0.18674723307291666
6.0,25.495347978636968,0.6387637880090186,0.7887734806097063,0.20273844401041666
7.0,26.48784156890653,0.6667979731956937,0.8222465192758128,0.21795654296875
8.0,26.94976720699493,0.6878390783580892,0.8419840408075135,0.232177734375
9.0,27.36239944370071,0.706205073273458,0.8560065983233117,0.24766031901041666
10.0,27.70553213400455,0.7178381817624926,0.8648105526215252,0.2630411783854167
11.0,28.043295600231247,0.728585863494596,0.8722301865296104,0.27899169921875
12.0,28.325098290065654,0.7411258521841239,0.8827568335838568,0.2930704752604167
13.0,28.68318603209321,0.7525115671320209,0.8909377179450497,0.3084309895833333
14.0,28.94129496110768,0.7609502401388508,0.8980055817897014,0.3231404622395833
15.0,29.18666809773226,0.7682924324489536,0.9036710298076734,0.3376057942708333
16.0,29.44735413755722,0.7775793634231286,0.911196187452688,0.3515218098958333
17.0,29.587652465621353,0.784576057338418,0.9145457039738846,0.3675740559895833
18.0,29.828870257997533,0.7921372379721422,0.9201703783217002,0.3821207682291667
19.0,29.978784529837124,0.7974902874076317,0.9238748666035231,0.3946940104166667
20.0,30.210866580985673,0.8031631553329897,0.9282658324357058,0.4078776041666667
21.0,30.37918598676937,0.8076952536627092,0.9308855933645477,0.4228719075520833
22.0,30.51609858766206,0.812467438462429,0.9336094061696746,0.4373779296875
23.0,30.65883527613004,0.8172212179013375,0.93605085742809,0.4511515299479167
24.0,30.820848698453382,0.8222652055112638,0.9398709665038748,0.46453857421875
25.0,30.938973887875306,0.82564307359194,0.9408857523194046,0.4761962890625
26.0,31.04072866552663,0.8287488975556373,0.9426681283924928,0.4886678059895833
27.0,31.214204154504404,0.8330558805847463,0.9460150709124365,0.50018310546875
28.0,31.30556706580431,0.8361725665684383,0.9470429612344312,0.5154215494791666
29.0,31.424681143268348,0.8391104980891196,0.9487428969157484,0.5249430338541666
30.0,31.540443213786848,0.8419248004099126,0.95013786874601,0.5372111002604166
31.0,31.610081720639144,0.8444506537411577,0.9515055780613392,0.5493570963541666
32.0,31.718961009631677,0.8476276719286435,0.9529124227713487,0.56146240234375
33.0,31.861806383841518,0.851212105825434,0.955260439562843,0.5751749674479166
34.0,31.90873096560184,0.8524142822316548,0.9549905769071528,0.58343505859375
35.0,32.04124403381231,0.8557100095786079,0.9571667013433247,0.5988362630208334
36.0,32.13319939058161,0.8590418065976765,0.9586421803552563,0.61102294921875
37.0,32.189905008331436,0.8603231239654104,0.9592138713464644,0.6172078450520834
38.0,32.288833251616566,0.8624955240740367,0.9597886215701208,0.6327107747395834
39.0,32.351653041942065,0.8641601039782585,0.960716952277007,0.6423746744791666
40.0,32.417555621283945,0.8656116616937862,0.9616475123090699,0.6472371419270834
41.0,32.517500243229954,0.8681102400875683,0.9626916604215666,0.6636555989583334
42.0,32.56708897686721,0.8689927098004099,0.963297491562976,0.6720174153645834
43.0,32.62727474866844,0.870472436960331,0.963752342815431,0.6800333658854166
44.0,32.741219474844044,0.873314255809139,0.9653293351452109,0.69549560546875
45.0,32.77904500472752,0.8742894149108068,0.9656806585217472,0.7034505208333334
46.0,32.85199668524983,0.8761211002192221,0.9660404318187141,0.71685791015625
47.0,32.89945300042402,0.8774256193907576,0.9664411801348042,0.7228190104166666
48.0,32.93894186650743,0.878489528713916,0.9669019933108275,0.73321533203125
49.0,33.06990531579614,0.8813524954525976,0.968763458115436,0.7505696614583334
50.0,33.100024561393234,0.881913693083279,0.9689134208026543,0.75286865234375
51.0,33.130447627496906,0.8825072540123832,0.9690358532773443,0.7557576497395834
52.0,33.234556280832436,0.8849240470229275,0.9703313345131929,0.7753092447916666
53.0,33.277296764846,0.8858853123431669,0.9707494750954163,0.78778076171875
54.0,33.329001826514705,0.8870202724512383,0.9710606885332483,0.7952473958333334
55.0,33.38465181663405,0.8883441149752168,0.9714016237848994,0.8058268229166666
56.0,33.45026066260868,0.8897380982698485,0.971790807638687,0.8180338541666666
57.0,33.52465889378931,0.8912742163651997,0.9725020277282502,0.8327840169270834
58.0,33.613411689617976,0.893135824973657,0.9735303349794503,0.84991455078125
59.0,33.66139766914564,0.8939441668292577,0.9737506656727944,0.8582560221354166
60.0,33.73366933090838,0.8953510556533336,0.9742787455710854,0.86968994140625
61.0,33.80472458777797,0.8966986126247346,0.9744282300942686,0.88885498046875
62.0,33.864099473929315,0.8976248001095491,0.9746739619986852,0.89984130859375
63.0,33.942554599971885,0.8990159162776088,0.9751130534079481,0.92010498046875
64.0,34.02361707561989,0.9003849498988347,0.9756819933040527,0.9307657877604166
65.0,34.100895198090086,0.9019295080204489,0.9762309452183103,0.95147705078125
66.0,34.198104401584246,0.9034959953846733,0.9767689252926756,0.9661661783854166
67.0,34.29290927839713,0.9050957788417827,0.9774897510167088,0.9825032552083334
68.0,34.391955165962116,0.9070456971294433,0.9780956625365098,1.0091756184895833
69.0,34.476966242405666,0.9084594638565213,0.9785897516371976,1.0256144205729167
70.0,34.584029202072635,0.9104641232702827,0.9792767345448145,1.0516153971354167
71.0,34.69753176404979,0.9121698659051032,0.9799487683863067,1.0741170247395833
72.0,34.78721314536201,0.913684874576219,0.9803209837474554,1.0928955078125
73.0,34.88103880909705,0.9151096200603255,0.9807434172201038,1.11993408203125
74.0,35.031773420329976,0.9175975098549002,0.9815658821940904,1.1593221028645833
75.0,35.09316136174293,0.9184155839794195,0.9817467191327481,1.1668294270833333
76.0,35.254622581400255,0.920488898135666,0.9825789467498273,1.1976318359375
77.0,35.429805214444954,0.9233068221966203,0.9834874007382352,1.2456461588541667
78.0,35.54093667815756,0.924976107115147,0.9838836081243244,1.2807820638020833
79.0,35.66944488341362,0.9268080236406652,0.9842926293206727,1.31036376953125
80.0,35.85196862926566,0.9291531752594242,0.9850910053808767,1.351318359375
81.0,36.034233931224584,0.9316723801938225,0.9856728627124626,1.405517578125
82.0,36.203696820791464,0.9336675665134396,0.9862678621082619,1.4463704427083333
83.0,36.39509729833073,0.9361455794824245,0.9869256893491664,1.5111083984375
84.0,36.594369489601185,0.9385202009459336,0.9875399564096646,1.5602213541666667
85.0,36.81205365940842,0.9409191842031898,0.9882123271237867,1.6148478190104167
86.0,37.05890623013641,0.9436424107796569,0.988815736483175,1.6988932291666667
87.0,37.29663918745455,0.9460537479532206,0.9893738884202579,1.7576090494791667
88.0,37.603222464966734,0.948872989874855,0.9899926669307177,1.8592936197916667
89.0,37.89549043694046,0.9515168227407411,0.9905066517409281,1.9411824544270833
90.0,38.27015628595315,0.9548145643778203,0.9913517570432279,2.0749715169270835
91.0,38.64855089064217,0.9579347874385942,0.9920557865366725,2.19061279296875
92.0,39.066653863238656,0.9609825835991678,0.992613138369954,2.30792236328125
93.0,39.58545103341079,0.9646970026927665,0.9933747288133984,2.5219930013020835
94.0,40.211523559537234,0.9685806793384758,0.9941165711864587,2.7813517252604165
95.0,40.90949697834641,0.9725198073112361,0.9948797323222758,3.0751139322916665
96.0,41.85295886971928,0.9773063908133658,0.9958293306456873,3.4837239583333335
97.0,42.92590622271929,0.9818601727871942,0.9966584006200824,3.9372965494791665
98.0,44.28218405901093,0.9865376804609333,0.9974424669805524,4.507588704427083
99.0,46.00372057986345,0.9910233350166443,0.9983048844557448,5.51043701171875
100.0,46.96362179620853,0.9930872446954567,0.9987614979467643,6.300130208333333
