quality,psnr,ssim,msssim,bpp
1.0,21.73982707729269,0.5918545796070079,0.7252582787084462,0.16579182942708334
2.0,21.74096334528175,0.5919919593744019,0.7253316740259628,0.16591389973958334
3.0,21.86538309123353,0.6011107617136796,0.7308273039469645,0.17079671223958334
4.0,23.143276419766266,0.6370984241356035,0.7574587998023575,0.18318684895833334
5.0,24.59463618162678,0.6690735963276531,0.7916426174670169,0.19453938802083334
6.0,25.54780524932557,0.6859736311565457,0.8125127105150475,0.20737711588541666
7.0,26.227982882103685,0.7042832641925209,0.8369686400593066,0.21923828125
8.0,26.726274797318172,0.7160119949689402,0.84739719561209,0.23333740234375
9.0,27.21543800745458,0.7313918660152483,0.8607095197738005,0.24607340494791666
10.0,27.690395203488606,0.7424385894916902,0.8725467360681204,0.2591349283854167
11.0,28.0215374812059,0.7539460094896168,0.8822565407898536,0.2717488606770833
12.0,28.334376697463576,0.7655789184462508,0.8921516416075838,0.2838948567708333
13.0,28.61479114920246,0.7722307806305168,0.8990893765724869,0.2987060546875
14.0,28.856494904279796,0.7787699469294251,0.9046730861519806,0.3106689453125
15.0,29.057906881396505,0.7874691033760094,0.9101439576155014,0.32421875
16.0,29.31255353543964,0.7947172980683256,0.9154828006382925,0.3379720052083333
17.0,29.516595189523702,0.7997311820305112,0.9197500637509667,0.3507486979166667
18.0,29.73867092490995,0.805277163796371,0.92273504093165,0.3651936848958333
19.0,29.91928010923662,0.811070410071386,0.9274507145468562,0.3756917317708333
20.0,30.094289058161596,0.8165134310476244,0.9315960549959045,0.3864949544270833
21.0,30.26941608074926,0.821703363785371,0.9341757928903928,0.3996175130208333
22.0,30.40439393709549,0.8260398874852735,0.9361136807526758,0.41180419921875
23.0,30.564485389848038,0.8304692135196646,0.9391930251621227,0.423828125
24.0,30.714135477909164,0.8342343985522657,0.9414472013167282,0.4361368815104167
25.0,30.822513250646498,0.8377591124854226,0.9438744635441422,0.4458414713541667
26.0,30.91790335317821,0.8402884023820061,0.9448892574665563,0.45635986328125
27.0,31.058424751911865,0.8438015177159143,0.9468929742349728,0.4678141276041667
28.0,31.16667090203077,0.8473925250948575,0.94874301893721,0.47943115234375
29.0,31.28896366901582,0.8497973910324951,0.9500310981082842,0.4886474609375
30.0,31.389756989504242,0.8526454922776906,0.9514997169511261,0.4994303385416667
31.0,31.488495886344133,0.8550169422576014,0.9529339723627732,0.5087687174479166
32.0,31.58192447002028,0.857809980630477,0.9543667375636516,0.51959228515625
33.0,31.66690475203807,0.8599365321191144,0.9555603811729853,0.5318400065104166
34.0,31.745335230551547,0.8613479695876592,0.9563006953346008,0.5392252604166666
35.0,31.858600040972732,0.8637532726227448,0.9578887644275299,0.55157470703125
36.0,31.93453874820543,0.8661193004579579,0.9590200260252622,0.5629475911458334
